opportunity_id,sale_id,account_id,opportunity_name,stage_name,amount,probability,close_date,created_date,lead_source,type,campaign_id
OPP001471,8430,ACC000752,Opportunity 1471,Closed Won,1613.32,1.0,2024-12-19,2024-11-26,Referral,Renewal,12
OPP001472,,ACC000653,Opportunity 1472,Closed Lost,913.51,0.47,,2025-01-02,Referral,Upgrade,11
OPP001473,,ACC000293,Opportunity 1473,Prospecting,1294.66,0.33,,2024-10-28,Social Media,New Customer,6
OPP001474,13082,ACC000051,Opportunity 1474,Closed Won,532.82,1.0,2024-07-31,2024-06-07,Paid Search,Renewal,8
OPP001475,,ACC000939,Opportunity 1475,Negotiation,946.57,0.78,,2024-12-22,Social Media,Upgrade,9
OPP001476,8553,ACC000785,Opportunity 1476,Closed Won,1206.77,1.0,2024-05-19,2024-04-18,Referral,New Customer,9
OPP001477,10846,ACC000479,Opportunity 1477,Closed Won,1172.61,1.0,2025-11-16,2025-09-11,Social Media,New Customer,2
OPP001478,,ACC000796,Opportunity 1478,Qualification,660.71,0.71,,2024-03-02,Paid Search,Upgrade,14
OPP001479,,ACC000363,Opportunity 1479,Negotiation,1347.33,0.4,,2024-05-12,Social Media,Upgrade,1
OPP001480,,ACC000029,Opportunity 1480,Negotiation,1144.26,0.55,,2024-01-08,Social Media,Upgrade,5
OPP001481,,ACC000526,Opportunity 1481,Closed Lost,1378.71,0.49,,2025-07-07,Email,Renewal,5
OPP001482,5652,ACC000201,Opportunity 1482,Closed Won,801.78,1.0,2025-08-20,2025-07-28,Email,Upgrade,2
OPP001483,,ACC000929,Opportunity 1483,Qualification,1180.72,0.39,,2024-04-12,Email,New Customer,8
OPP001484,11672,ACC000814,Opportunity 1484,Closed Won,740.37,1.0,2026-02-10,2025-12-06,Social Media,Upgrade,11
OPP001485,14479,ACC000810,Opportunity 1485,Closed Won,1749.55,1.0,2024-09-18,2024-07-28,Email,New Customer,2
OPP001486,,ACC000759,Opportunity 1486,Qualification,1479.56,0.55,,2025-08-18,Email,Upgrade,1
OPP001487,7700,ACC000496,Opportunity 1487,Closed Won,745.14,1.0,2025-12-16,2025-10-22,Referral,Renewal,12
OPP001488,7443,ACC000352,Opportunity 1488,Closed Won,1804.36,1.0,2024-07-20,2024-05-12,Email,Renewal,10
OPP001489,,ACC000919,Opportunity 1489,Qualification,1062.06,0.53,,2024-09-25,Email,Renewal,1
OPP001490,,ACC000265,Opportunity 1490,Negotiation,1280.53,0.11,,2024-02-21,Social Media,Renewal,15
OPP001491,,ACC000572,Opportunity 1491,Closed Lost,1184.44,0.78,,2025-10-14,Referral,Upgrade,8
OPP001492,,ACC000051,Opportunity 1492,Qualification,340.16,0.62,,2025-04-02,Referral,Upgrade,6
OPP001493,2806,ACC000010,Opportunity 1493,Closed Won,1106.57,1.0,2024-09-24,2024-08-05,Paid Search,Upgrade,7
OPP001494,,ACC000798,Opportunity 1494,Negotiation,1482.92,0.24,,2025-03-20,Email,New Customer,5
OPP001495,,ACC000395,Opportunity 1495,Prospecting,875.71,0.46,,2024-06-26,Social Media,Upgrade,7
OPP001496,7652,ACC000456,Opportunity 1496,Closed Won,374.01,1.0,2024-11-01,2024-08-15,Social Media,New Customer,9
OPP001497,10378,ACC000932,Opportunity 1497,Closed Won,1715.12,1.0,2025-10-26,2025-08-17,Referral,Upgrade,4
OPP001498,12969,ACC000775,Opportunity 1498,Closed Won,1132.32,1.0,2024-12-21,2024-10-25,Referral,Renewal,15
OPP001499,,ACC000564,Opportunity 1499,Qualification,536.96,0.68,,2025-11-26,Referral,Upgrade,8
OPP001500,13503,ACC000830,Opportunity 1500,Closed Won,726.56,1.0,2024-11-20,2024-11-08,Email,New Customer,8
OPP001501,8014,ACC000917,Opportunity 1501,Closed Won,445.55,1.0,2024-11-23,2024-09-29,Paid Search,Upgrade,10
OPP001502,,ACC000398,Opportunity 1502,Negotiation,922.81,0.64,,2025-12-09,Social Media,Upgrade,14
OPP001503,3060,ACC000998,Opportunity 1503,Closed Won,1125.41,1.0,2024-03-05,2024-01-04,Paid Search,New Customer,6
OPP001504,,ACC000716,Opportunity 1504,Prospecting,742.42,0.55,,2025-07-04,Paid Search,New Customer,14
OPP001505,,ACC000303,Opportunity 1505,Negotiation,884.74,0.76,,2025-06-16,Referral,Upgrade,13
OPP001506,,ACC000396,Opportunity 1506,Closed Lost,842.61,0.74,,2025-01-15,Social Media,New Customer,6
OPP001507,12861,ACC000226,Opportunity 1507,Closed Won,565.61,1.0,2024-11-22,2024-08-28,Referral,Renewal,2
OPP001508,,ACC000847,Opportunity 1508,Qualification,229.99,0.49,,2025-06-06,Email,Upgrade,11
OPP001509,,ACC000526,Opportunity 1509,Negotiation,268.31,0.36,,2025-11-20,Social Media,Upgrade,12
OPP001510,,ACC000254,Opportunity 1510,Closed Lost,1458.63,0.34,,2024-06-17,Social Media,Upgrade,8
OPP001511,,ACC000690,Opportunity 1511,Closed Lost,1303.95,0.37,,2024-06-30,Referral,Upgrade,4
OPP001512,,ACC000257,Opportunity 1512,Prospecting,969.34,0.78,,2024-03-14,Social Media,Renewal,7
OPP001513,14557,ACC000624,Opportunity 1513,Closed Won,1585.5,1.0,2025-03-25,2025-01-18,Paid Search,Renewal,15
OPP001514,14400,ACC000563,Opportunity 1514,Closed Won,926.14,1.0,2025-06-12,2025-05-03,Paid Search,New Customer,12
OPP001515,,ACC000883,Opportunity 1515,Closed Lost,957.14,0.58,,2025-07-17,Referral,Upgrade,3
OPP001516,8604,ACC000851,Opportunity 1516,Closed Won,1378.22,1.0,2025-10-31,2025-08-31,Social Media,Renewal,8
OPP001517,10219,ACC000806,Opportunity 1517,Closed Won,1234.35,1.0,2024-05-12,2024-02-13,Paid Search,Renewal,13
OPP001518,7725,ACC000405,Opportunity 1518,Closed Won,1724.64,1.0,2024-01-30,2024-01-22,Email,Upgrade,7
OPP001519,,ACC000251,Opportunity 1519,Negotiation,621.23,0.41,,2024-07-03,Referral,Renewal,1
OPP001520,,ACC000549,Opportunity 1520,Negotiation,499.48,0.24,,2024-05-09,Email,Upgrade,13
OPP001521,11466,ACC000220,Opportunity 1521,Closed Won,1660.41,1.0,2025-05-22,2025-04-22,Social Media,New Customer,3
OPP001522,,ACC000195,Opportunity 1522,Closed Lost,552.43,0.36,,2024-06-05,Social Media,New Customer,4
OPP001523,,ACC000663,Opportunity 1523,Closed Lost,1386.98,0.67,,2025-07-01,Paid Search,Renewal,1
OPP001524,833,ACC000382,Opportunity 1524,Closed Won,668.19,1.0,2025-12-29,2025-10-01,Referral,Upgrade,4
OPP001525,3097,ACC000264,Opportunity 1525,Closed Won,1188.72,1.0,2025-12-24,2025-11-23,Referral,Upgrade,4
OPP001526,1089,ACC000731,Opportunity 1526,Closed Won,957.86,1.0,2025-10-17,2025-08-07,Email,New Customer,10
OPP001527,,ACC000013,Opportunity 1527,Qualification,1297.22,0.13,,2025-03-04,Email,New Customer,1
OPP001528,7596,ACC000700,Opportunity 1528,Closed Won,847.97,1.0,2025-01-29,2024-11-01,Email,Upgrade,3
OPP001529,,ACC000753,Opportunity 1529,Closed Lost,1197.76,0.74,,2025-10-08,Social Media,New Customer,7
OPP001530,,ACC000688,Opportunity 1530,Negotiation,152.9,0.28,,2024-05-09,Social Media,Upgrade,13
OPP001531,,ACC000655,Opportunity 1531,Negotiation,1062.99,0.13,,2025-07-07,Paid Search,Upgrade,15
OPP001532,,ACC000466,Opportunity 1532,Negotiation,157.77,0.4,,2025-06-16,Social Media,New Customer,10
OPP001533,8953,ACC000509,Opportunity 1533,Closed Won,1272.42,1.0,2025-10-26,2025-10-10,Social Media,Renewal,12
OPP001534,11326,ACC000448,Opportunity 1534,Closed Won,828.14,1.0,2024-08-23,2024-07-18,Email,Renewal,1
OPP001535,,ACC000264,Opportunity 1535,Closed Lost,953.81,0.67,,2025-09-06,Social Media,New Customer,7
OPP001536,4621,ACC000795,Opportunity 1536,Closed Won,1854.26,1.0,2024-05-02,2024-03-28,Referral,New Customer,3
OPP001537,,ACC000852,Opportunity 1537,Closed Lost,1276.21,0.5,,2025-05-15,Paid Search,New Customer,11
OPP001538,,ACC000140,Opportunity 1538,Closed Lost,1211.15,0.19,,2024-04-29,Social Media,Upgrade,6
OPP001539,,ACC000770,Opportunity 1539,Prospecting,744.58,0.14,,2024-07-21,Social Media,New Customer,11
OPP001540,2615,ACC000070,Opportunity 1540,Closed Won,1710.54,1.0,2025-09-13,2025-07-08,Paid Search,Renewal,15
OPP001541,,ACC000040,Opportunity 1541,Qualification,574.14,0.27,,2024-08-16,Paid Search,Renewal,8
OPP001542,,ACC000516,Opportunity 1542,Closed Lost,1247.24,0.4,,2025-09-23,Referral,New Customer,15
OPP001543,,ACC000337,Opportunity 1543,Negotiation,350.87,0.68,,2024-02-12,Paid Search,Upgrade,1
OPP001544,,ACC000495,Opportunity 1544,Closed Lost,680.02,0.73,,2025-04-08,Paid Search,New Customer,3
OPP001545,,ACC000325,Opportunity 1545,Negotiation,1049.73,0.27,,2025-09-24,Social Media,New Customer,6
OPP001546,13545,ACC000844,Opportunity 1546,Closed Won,661.74,1.0,2025-08-13,2025-08-06,Social Media,Renewal,4
OPP001547,2057,ACC000161,Opportunity 1547,Closed Won,327.58,1.0,2025-10-02,2025-07-24,Email,New Customer,15
OPP001548,,ACC000160,Opportunity 1548,Prospecting,242.96,0.64,,2025-09-02,Referral,New Customer,7
OPP001549,,ACC000198,Opportunity 1549,Closed Lost,1057.44,0.65,,2025-11-26,Referral,New Customer,15
OPP001550,6241,ACC000027,Opportunity 1550,Closed Won,259.74,1.0,2025-11-27,2025-09-07,Social Media,Upgrade,8
OPP001551,595,ACC000524,Opportunity 1551,Closed Won,650.53,1.0,2025-11-02,2025-10-08,Paid Search,Renewal,4
OPP001552,,ACC000010,Opportunity 1552,Closed Lost,876.26,0.68,,2025-07-08,Paid Search,New Customer,9
OPP001553,,ACC000615,Opportunity 1553,Closed Lost,858.25,0.52,,2025-10-25,Paid Search,New Customer,11
OPP001554,,ACC000261,Opportunity 1554,Negotiation,297.47,0.54,,2024-12-21,Social Media,Renewal,3
OPP001555,4555,ACC000521,Opportunity 1555,Closed Won,946.9,1.0,2024-08-15,2024-06-13,Referral,New Customer,8
OPP001556,8637,ACC000037,Opportunity 1556,Closed Won,1906.74,1.0,2025-05-08,2025-02-20,Social Media,Upgrade,8
OPP001557,,ACC000594,Opportunity 1557,Closed Lost,661.77,0.69,,2024-04-05,Paid Search,New Customer,5
OPP001558,3421,ACC000182,Opportunity 1558,Closed Won,1848.7,1.0,2024-10-02,2024-07-09,Email,New Customer,14
OPP001559,,ACC000507,Opportunity 1559,Qualification,929.74,0.45,,2024-04-30,Email,Upgrade,8
OPP001560,,ACC000335,Opportunity 1560,Prospecting,1307.83,0.18,,2024-03-30,Referral,Renewal,6
OPP001561,,ACC000509,Opportunity 1561,Negotiation,1364.7,0.75,,2024-12-21,Social Media,Renewal,3
OPP001562,4879,ACC000578,Opportunity 1562,Closed Won,1805.93,1.0,2025-01-24,2024-11-21,Email,New Customer,5
OPP001563,,ACC000126,Opportunity 1563,Closed Lost,500.46,0.33,,2025-04-01,Referral,Renewal,10
OPP001564,,ACC000478,Opportunity 1564,Negotiation,725.43,0.25,,2024-12-30,Referral,New Customer,4
OPP001565,,ACC000548,Opportunity 1565,Closed Lost,361.84,0.76,,2024-10-06,Referral,Upgrade,12
OPP001566,,ACC000294,Opportunity 1566,Negotiation,856.17,0.2,,2025-10-28,Paid Search,New Customer,4
OPP001567,768,ACC000337,Opportunity 1567,Closed Won,1043.37,1.0,2024-07-04,2024-04-12,Paid Search,Renewal,13
OPP001568,2265,ACC000185,Opportunity 1568,Closed Won,863.93,1.0,2024-03-10,2024-01-25,Social Media,New Customer,8
OPP001569,,ACC000869,Opportunity 1569,Closed Lost,991.29,0.49,,2025-08-05,Social Media,New Customer,15
OPP001570,,ACC000696,Opportunity 1570,Qualification,469.65,0.12,,2025-12-09,Paid Search,Renewal,14
OPP001571,8065,ACC000148,Opportunity 1571,Closed Won,896.77,1.0,2024-04-24,2024-01-31,Email,New Customer,14
OPP001572,,ACC000883,Opportunity 1572,Closed Lost,1428.27,0.23,,2025-05-18,Social Media,New Customer,11
OPP001573,3190,ACC000504,Opportunity 1573,Closed Won,1553.78,1.0,2025-03-04,2025-01-16,Email,New Customer,2
OPP001574,,ACC000668,Opportunity 1574,Negotiation,1053.24,0.19,,2025-04-21,Email,New Customer,14
OPP001575,9434,ACC000748,Opportunity 1575,Closed Won,696.15,1.0,2024-05-26,2024-04-10,Email,Renewal,8
OPP001576,5110,ACC000052,Opportunity 1576,Closed Won,1361.66,1.0,2024-03-01,2024-01-03,Referral,Renewal,2
OPP001577,6419,ACC000746,Opportunity 1577,Closed Won,1649.86,1.0,2024-04-01,2024-01-31,Paid Search,Upgrade,12
OPP001578,,ACC000481,Opportunity 1578,Negotiation,346.61,0.6,,2024-09-09,Email,New Customer,4
OPP001579,10042,ACC000624,Opportunity 1579,Closed Won,237.39,1.0,2025-09-17,2025-08-11,Social Media,New Customer,1
OPP001580,5794,ACC000316,Opportunity 1580,Closed Won,1775.36,1.0,2025-09-09,2025-08-31,Paid Search,Upgrade,6
OPP001581,11121,ACC000057,Opportunity 1581,Closed Won,231.06,1.0,2025-04-07,2025-02-04,Email,Upgrade,4
OPP001582,,ACC000548,Opportunity 1582,Closed Lost,1376.21,0.17,,2024-05-18,Email,New Customer,7
OPP001583,,ACC000888,Opportunity 1583,Negotiation,379.99,0.23,,2024-10-08,Email,Upgrade,11
OPP001584,,ACC000314,Opportunity 1584,Prospecting,295.84,0.33,,2024-05-01,Social Media,Upgrade,11
OPP001585,186,ACC000208,Opportunity 1585,Closed Won,1405.87,1.0,2025-07-18,2025-05-23,Paid Search,Renewal,7
OPP001586,,ACC000261,Opportunity 1586,Closed Lost,943.7,0.45,,2025-04-27,Paid Search,New Customer,8
OPP001587,,ACC000014,Opportunity 1587,Negotiation,1049.64,0.7,,2025-04-20,Referral,New Customer,10
OPP001588,784,ACC000274,Opportunity 1588,Closed Won,263.62,1.0,2024-10-10,2024-08-21,Paid Search,New Customer,13
OPP001589,,ACC000682,Opportunity 1589,Closed Lost,1453.46,0.29,,2025-03-27,Social Media,New Customer,4
OPP001590,,ACC000663,Opportunity 1590,Qualification,147.03,0.33,,2024-06-05,Referral,Upgrade,8
OPP001591,9886,ACC000837,Opportunity 1591,Closed Won,442.79,1.0,2025-03-26,2025-01-30,Referral,Upgrade,14
OPP001592,7780,ACC000770,Opportunity 1592,Closed Won,1272.67,1.0,2025-09-08,2025-08-19,Email,New Customer,7
OPP001593,,ACC000730,Opportunity 1593,Closed Lost,848.58,0.53,,2024-11-11,Email,New Customer,15
OPP001594,,ACC000935,Opportunity 1594,Prospecting,417.84,0.54,,2024-07-29,Referral,Renewal,11
OPP001595,5449,ACC000893,Opportunity 1595,Closed Won,1588.62,1.0,2025-09-01,2025-06-25,Social Media,Renewal,6
OPP001596,,ACC000536,Opportunity 1596,Qualification,978.09,0.3,,2025-01-23,Paid Search,New Customer,15
OPP001597,,ACC000317,Opportunity 1597,Negotiation,1419.37,0.69,,2024-10-21,Email,Renewal,5
OPP001598,7745,ACC000423,Opportunity 1598,Closed Won,719.89,1.0,2025-09-02,2025-08-13,Email,Renewal,9
OPP001599,,ACC000784,Opportunity 1599,Closed Lost,1305.22,0.46,,2025-06-04,Referral,Upgrade,15
OPP001600,,ACC000627,Opportunity 1600,Qualification,223.87,0.16,,2025-05-26,Social Media,Renewal,2
OPP001601,1485,ACC000686,Opportunity 1601,Closed Won,1668.05,1.0,2025-06-24,2025-06-06,Social Media,Renewal,12
OPP001602,4431,ACC000055,Opportunity 1602,Closed Won,1010.73,1.0,2025-11-11,2025-09-30,Paid Search,Upgrade,6
OPP001603,,ACC000880,Opportunity 1603,Closed Lost,1408.27,0.71,,2025-11-07,Email,Renewal,2
OPP001604,2171,ACC000255,Opportunity 1604,Closed Won,212.12,1.0,2024-06-19,2024-04-17,Referral,Renewal,1
OPP001605,2373,ACC000314,Opportunity 1605,Closed Won,1195.17,1.0,2024-05-10,2024-03-12,Paid Search,New Customer,4
OPP001606,,ACC000089,Opportunity 1606,Prospecting,1077.37,0.24,,2025-05-12,Paid Search,Renewal,12
OPP001607,,ACC000241,Opportunity 1607,Negotiation,143.36,0.59,,2024-09-08,Email,Renewal,8
OPP001608,,ACC000335,Opportunity 1608,Negotiation,718.88,0.43,,2025-09-19,Paid Search,Upgrade,1
OPP001609,14218,ACC000157,Opportunity 1609,Closed Won,389.55,1.0,2024-11-14,2024-08-27,Paid Search,Upgrade,14
OPP001610,,ACC000505,Opportunity 1610,Qualification,245.69,0.28,,2024-01-06,Referral,New Customer,2
OPP001611,1148,ACC000695,Opportunity 1611,Closed Won,601.34,1.0,2025-07-08,2025-04-11,Social Media,New Customer,1
OPP001612,,ACC000271,Opportunity 1612,Negotiation,959.76,0.18,,2025-09-28,Referral,Renewal,1
OPP001613,,ACC000558,Opportunity 1613,Closed Lost,337.82,0.73,,2024-05-15,Social Media,Upgrade,1
OPP001614,,ACC000152,Opportunity 1614,Closed Lost,1143.44,0.73,,2025-04-15,Referral,New Customer,12
OPP001615,13839,ACC000864,Opportunity 1615,Closed Won,1600.56,1.0,2025-10-25,2025-10-10,Paid Search,New Customer,10
OPP001616,14338,ACC000096,Opportunity 1616,Closed Won,534.39,1.0,2025-02-17,2024-12-18,Paid Search,New Customer,8
OPP001617,10363,ACC000849,Opportunity 1617,Closed Won,859.48,1.0,2025-12-11,2025-09-24,Referral,New Customer,14
OPP001618,,ACC000441,Opportunity 1618,Closed Lost,118.71,0.42,,2024-10-16,Referral,New Customer,15
OPP001619,7439,ACC000141,Opportunity 1619,Closed Won,861.1,1.0,2025-01-25,2024-12-23,Paid Search,Upgrade,2
OPP001620,,ACC000249,Opportunity 1620,Negotiation,928.74,0.64,,2025-09-18,Email,Upgrade,2
OPP001621,,ACC000322,Opportunity 1621,Negotiation,1003.2,0.15,,2024-05-20,Paid Search,Upgrade,3
OPP001622,14661,ACC000432,Opportunity 1622,Closed Won,702.26,1.0,2025-10-25,2025-07-31,Paid Search,New Customer,4
OPP001623,,ACC000432,Opportunity 1623,Negotiation,1053.72,0.32,,2025-10-16,Paid Search,Renewal,14
OPP001624,,ACC000287,Opportunity 1624,Negotiation,503.89,0.14,,2024-05-05,Referral,Upgrade,6
OPP001625,990,ACC000084,Opportunity 1625,Closed Won,1312.74,1.0,2024-05-02,2024-02-04,Paid Search,New Customer,6
OPP001626,,ACC000792,Opportunity 1626,Closed Lost,998.92,0.16,,2025-10-06,Social Media,Renewal,2
OPP001627,,ACC000270,Opportunity 1627,Closed Lost,946.14,0.66,,2024-09-05,Email,New Customer,9
OPP001628,8799,ACC000399,Opportunity 1628,Closed Won,1553.64,1.0,2025-08-20,2025-06-19,Paid Search,Upgrade,7
OPP001629,,ACC000870,Opportunity 1629,Qualification,1098.55,0.44,,2024-04-27,Paid Search,Upgrade,1
OPP001630,,ACC000115,Opportunity 1630,Negotiation,1306.45,0.41,,2024-06-13,Referral,Upgrade,9
OPP001631,,ACC000876,Opportunity 1631,Closed Lost,1283.45,0.54,,2024-02-03,Email,New Customer,2
OPP001632,,ACC000732,Opportunity 1632,Prospecting,139.68,0.54,,2025-08-25,Paid Search,New Customer,2
OPP001633,9659,ACC000935,Opportunity 1633,Closed Won,1032.72,1.0,2025-04-13,2025-01-14,Paid Search,New Customer,3
OPP001634,,ACC000605,Opportunity 1634,Closed Lost,1178.85,0.15,,2024-11-11,Social Media,Upgrade,6
OPP001635,,ACC000995,Opportunity 1635,Closed Lost,347.65,0.18,,2025-09-15,Referral,Renewal,8
OPP001636,10833,ACC000112,Opportunity 1636,Closed Won,462.81,1.0,2025-01-31,2025-01-13,Referral,Renewal,1
OPP001637,,ACC000994,Opportunity 1637,Qualification,727.74,0.46,,2024-07-03,Social Media,Renewal,14
OPP001638,1128,ACC000531,Opportunity 1638,Closed Won,1657.49,1.0,2024-11-09,2024-10-13,Paid Search,Renewal,10
OPP001639,,ACC000707,Opportunity 1639,Qualification,272.02,0.1,,2025-08-17,Paid Search,Renewal,11
OPP001640,,ACC000420,Opportunity 1640,Qualification,323.48,0.68,,2025-03-03,Referral,Renewal,14
OPP001641,,ACC000245,Opportunity 1641,Closed Lost,184.19,0.23,,2025-04-24,Paid Search,Renewal,9
OPP001642,2952,ACC000848,Opportunity 1642,Closed Won,1249.96,1.0,2026-01-19,2025-11-08,Email,Renewal,6
OPP001643,5078,ACC000166,Opportunity 1643,Closed Won,1466.57,1.0,2024-09-02,2024-08-17,Paid Search,New Customer,7
OPP001644,,ACC000861,Opportunity 1644,Qualification,492.34,0.37,,2024-03-03,Paid Search,New Customer,2
OPP001645,,ACC000594,Opportunity 1645,Prospecting,794.87,0.29,,2025-05-04,Email,Upgrade,9
OPP001646,,ACC000357,Opportunity 1646,Prospecting,959.38,0.46,,2025-03-31,Social Media,Upgrade,4
OPP001647,,ACC000876,Opportunity 1647,Closed Lost,1263.66,0.45,,2024-11-17,Paid Search,Upgrade,9
OPP001648,,ACC000373,Opportunity 1648,Negotiation,709.69,0.45,,2024-03-08,Social Media,New Customer,1
OPP001649,,ACC000292,Opportunity 1649,Negotiation,758.01,0.16,,2025-07-06,Social Media,New Customer,7
OPP001650,,ACC000518,Opportunity 1650,Prospecting,1405.85,0.56,,2025-01-18,Referral,Upgrade,5
OPP001651,,ACC000038,Opportunity 1651,Negotiation,954.99,0.54,,2025-04-26,Email,Renewal,14
OPP001652,,ACC000652,Opportunity 1652,Closed Lost,1347.68,0.6,,2025-08-21,Email,Renewal,12
OPP001653,,ACC000942,Opportunity 1653,Qualification,1284.93,0.45,,2024-05-13,Paid Search,New Customer,2
OPP001654,14029,ACC000943,Opportunity 1654,Closed Won,767.81,1.0,2025-06-06,2025-04-21,Paid Search,New Customer,9
OPP001655,6806,ACC000430,Opportunity 1655,Closed Won,505.42,1.0,2025-01-22,2025-01-10,Email,New Customer,3
OPP001656,,ACC000571,Opportunity 1656,Closed Lost,1452.47,0.52,,2024-12-01,Social Media,Renewal,9
OPP001657,1650,ACC000421,Opportunity 1657,Closed Won,352.32,1.0,2024-09-26,2024-07-03,Email,Upgrade,9
OPP001658,6422,ACC000784,Opportunity 1658,Closed Won,558.91,1.0,2024-11-30,2024-11-09,Referral,Renewal,2
OPP001659,,ACC000750,Opportunity 1659,Prospecting,1205.85,0.35,,2024-11-22,Referral,New Customer,9
OPP001660,,ACC000357,Opportunity 1660,Prospecting,155.63,0.42,,2024-11-05,Social Media,New Customer,15
OPP001661,,ACC000664,Opportunity 1661,Closed Lost,1042.36,0.22,,2025-01-21,Email,Upgrade,7
OPP001662,2486,ACC000082,Opportunity 1662,Closed Won,991.03,1.0,2024-02-21,2024-01-13,Referral,Renewal,7
OPP001663,11955,ACC000887,Opportunity 1663,Closed Won,1981.86,1.0,2025-04-13,2025-02-02,Referral,New Customer,6
OPP001664,,ACC000880,Opportunity 1664,Negotiation,155.75,0.74,,2024-12-21,Social Media,Upgrade,1
OPP001665,,ACC000233,Opportunity 1665,Prospecting,328.8,0.73,,2025-06-16,Referral,Upgrade,2
OPP001666,12905,ACC000726,Opportunity 1666,Closed Won,743.67,1.0,2025-07-12,2025-05-27,Social Media,Renewal,12
OPP001667,,ACC000751,Opportunity 1667,Negotiation,801.44,0.72,,2025-05-08,Paid Search,Upgrade,4
OPP001668,,ACC000983,Opportunity 1668,Prospecting,939.6,0.78,,2024-02-07,Paid Search,New Customer,12
OPP001669,,ACC000692,Opportunity 1669,Prospecting,620.93,0.61,,2025-06-20,Email,New Customer,4
OPP001670,,ACC000582,Opportunity 1670,Closed Lost,196.2,0.79,,2025-03-25,Email,Upgrade,13
OPP001671,12670,ACC000712,Opportunity 1671,Closed Won,1739.98,1.0,2025-12-23,2025-10-20,Email,New Customer,6
OPP001672,,ACC000321,Opportunity 1672,Negotiation,209.65,0.39,,2025-10-28,Paid Search,Upgrade,7
OPP001673,202,ACC000749,Opportunity 1673,Closed Won,908.41,1.0,2025-12-05,2025-10-17,Email,Renewal,12
OPP001674,,ACC000774,Opportunity 1674,Negotiation,1494.02,0.11,,2024-06-09,Paid Search,Upgrade,13
OPP001675,,ACC000169,Opportunity 1675,Prospecting,190.22,0.17,,2024-10-12,Social Media,New Customer,10
OPP001676,,ACC000523,Opportunity 1676,Negotiation,834.01,0.71,,2025-05-15,Referral,Upgrade,6
OPP001677,1610,ACC000572,Opportunity 1677,Closed Won,1908.8,1.0,2025-04-21,2025-03-14,Paid Search,New Customer,1
OPP001678,12126,ACC000871,Opportunity 1678,Closed Won,263.66,1.0,2025-07-05,2025-04-06,Paid Search,Upgrade,11
OPP001679,3650,ACC000150,Opportunity 1679,Closed Won,1748.8,1.0,2025-11-11,2025-09-17,Social Media,Upgrade,4
OPP001680,6616,ACC000971,Opportunity 1680,Closed Won,512.98,1.0,2024-11-25,2024-09-25,Paid Search,Renewal,4
OPP001681,5790,ACC000427,Opportunity 1681,Closed Won,1323.05,1.0,2024-04-19,2024-01-20,Referral,New Customer,2
OPP001682,,ACC000504,Opportunity 1682,Closed Lost,748.25,0.12,,2024-02-12,Social Media,Renewal,11
OPP001683,7737,ACC000338,Opportunity 1683,Closed Won,1872.04,1.0,2025-07-12,2025-05-14,Email,New Customer,3
OPP001684,10706,ACC000559,Opportunity 1684,Closed Won,1885.52,1.0,2024-04-17,2024-01-20,Email,Upgrade,12
OPP001685,,ACC000073,Opportunity 1685,Prospecting,480.71,0.79,,2025-08-05,Paid Search,Renewal,5
OPP001686,,ACC000263,Opportunity 1686,Prospecting,967.09,0.45,,2025-08-06,Referral,New Customer,8
OPP001687,,ACC000766,Opportunity 1687,Negotiation,297.26,0.75,,2025-04-03,Paid Search,New Customer,10
OPP001688,,ACC000861,Opportunity 1688,Closed Lost,1036.63,0.15,,2024-05-18,Referral,New Customer,8
OPP001689,,ACC000456,Opportunity 1689,Negotiation,1378.7,0.44,,2025-04-05,Paid Search,Upgrade,6
OPP001690,,ACC000090,Opportunity 1690,Qualification,203.8,0.38,,2025-09-11,Paid Search,New Customer,14
OPP001691,10579,ACC000191,Opportunity 1691,Closed Won,1250.69,1.0,2024-09-27,2024-08-24,Social Media,Upgrade,13
OPP001692,14457,ACC000917,Opportunity 1692,Closed Won,1118.79,1.0,2025-12-09,2025-10-27,Email,Upgrade,1
OPP001693,,ACC000166,Opportunity 1693,Negotiation,1344.25,0.32,,2024-09-25,Social Media,New Customer,5
OPP001694,,ACC000911,Opportunity 1694,Closed Lost,852.71,0.61,,2024-01-24,Paid Search,Renewal,6
OPP001695,14976,ACC000931,Opportunity 1695,Closed Won,1631.86,1.0,2025-07-27,2025-07-12,Referral,Renewal,1
OPP001696,,ACC000501,Opportunity 1696,Prospecting,168.45,0.47,,2025-09-27,Social Media,Upgrade,4
OPP001697,14601,ACC000026,Opportunity 1697,Closed Won,1196.43,1.0,2024-03-07,2024-02-11,Social Media,Renewal,5
OPP001698,,ACC000630,Opportunity 1698,Qualification,171.97,0.68,,2025-02-13,Social Media,New Customer,13
OPP001699,598,ACC000812,Opportunity 1699,Closed Won,504.49,1.0,2024-10-18,2024-08-13,Email,Renewal,3
OPP001700,13104,ACC000635,Opportunity 1700,Closed Won,276.6,1.0,2024-04-21,2024-01-31,Referral,New Customer,11
OPP001701,,ACC000723,Opportunity 1701,Closed Lost,1105.77,0.32,,2025-05-07,Referral,Renewal,12
OPP001702,,ACC000733,Opportunity 1702,Closed Lost,363.42,0.79,,2025-09-17,Email,Upgrade,15
OPP001703,2573,ACC000132,Opportunity 1703,Closed Won,1305.22,1.0,2025-01-26,2024-11-07,Referral,Renewal,5
